"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"12:00:00 07/06/2007",NA,NA,NA,NA,NA,NA,12,65,45,65,NA,NA,NA,NA,11.7,65,6.7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,0.54,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,80,65,68.6,65,7.6,65,NA,NA
"12:00:00 08/09/1982",NA,NA,NA,NA,NA,NA,NA,NA,43,65,NA,NA,NA,NA,11,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,10,65,NA,NA
"12:00:00 10/02/1998",NA,NA,8.3,65,6,65,120,65,92,65,90,65,NA,NA,7.4,65,7.2,65,0.004,65,NA,NA,NA,NA,NA,NA,0.7,65,3.9,65,NA,NA,0.02,65,4,65,NA,NA,3.3,65,2,65,35,65,NA,NA,NA,NA,NA,NA,0.11,65,86,65,57,65,24,65,7.2,65
"12:00:00 10/02/2009",NA,NA,NA,NA,NA,NA,30,65,82,65,NA,NA,NA,NA,8.2,65,6.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,28,65,32.8,65,19.3,65,NA,NA
"12:00:00 10/11/1999",NA,NA,2.2,65,1,65,14,65,33,65,28,65,NA,NA,10,65,7.2,65,0.004,65,NA,NA,NA,NA,NA,NA,0.06,65,1,65,NA,NA,0.01,65,0.5,65,NA,NA,1.9,65,1,65,12,65,NA,NA,NA,NA,NA,NA,0.01,65,1,65,1.4,65,15,65,6.8,65
"12:00:00 10/12/1992",NA,NA,NA,NA,NA,NA,15,65,100,65,NA,NA,NA,NA,10.2,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,10,65,6.4,65,14,65,NA,NA
"12:00:00 11/11/1996",NA,NA,3.1,65,2.2,65,12,65,40,65,42,65,NA,NA,10,65,6.8,65,0.006,65,NA,NA,NA,NA,NA,NA,0.28,65,1.4,65,NA,NA,0.01,65,0.7,65,NA,NA,2.5,65,0.8,65,17,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.4,65,14,65,7.4,65
"12:00:00 12/01/1999",NA,NA,4.6,65,2,65,30,65,150,65,48,65,NA,NA,8.2,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,2,65,NA,NA,0.02,65,1.1,65,NA,NA,3,65,1,65,20,65,NA,NA,NA,NA,NA,NA,0.01,65,6,65,1.8,65,21,65,7,65
"12:00:00 12/03/2008",NA,NA,NA,NA,NA,NA,30,65,78,65,NA,NA,NA,NA,7.5,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,30,65,43.9,65,23.5,65,NA,NA
"12:00:00 12/04/1976",NA,NA,NA,NA,NA,NA,NA,NA,100,65,NA,NA,NA,NA,NA,180,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,17.5,65,NA,NA
"12:00:00 12/11/1984",NA,NA,3.8,65,3,65,10,65,48,65,NA,NA,NA,NA,8.2,65,7.4,65,NA,NA,NA,NA,17,65,0.21,65,0.15,65,1.5,65,0.01,65,0.009,65,0.4,65,6,65,2.5,65,1.1,65,17,65,29,65,NA,NA,4,65,0.01,65,3,65,1.7,65,21,65,NA,NA
"12:00:00 17/01/2012",NA,NA,NA,NA,NA,NA,18,1,45,1,NA,NA,NA,NA,9.1,1,7.6,1,0.003,1,NA,NA,NA,NA,NA,NA,0.14,1,NA,NA,NA,NA,0.011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,2,1,6.6,1,22.8,1,NA,NA
"12:00:00 19/08/1998",NA,NA,2.2,65,4,65,20,65,150,65,36,65,NA,NA,10.6,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.15,65,1.2,65,NA,NA,0.08,65,0.6,65,NA,NA,2.5,65,1,65,11,65,NA,NA,NA,NA,NA,NA,0.009,65,2,65,2.2,65,11.5,65,6.9,65
"12:00:00 21/11/1985",NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,NA,NA,10,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,13,65,NA,NA
"12:00:00 23/07/1981",NA,NA,NA,NA,NA,NA,NA,NA,25,65,NA,NA,NA,NA,11.4,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,8,65,NA,NA
"12:00:00 23/10/1984",NA,NA,NA,NA,NA,NA,NA,NA,35,65,NA,NA,NA,NA,9.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,15.5,65,NA,NA
"12:05:00 10/12/2012",NA,NA,NA,NA,NA,NA,12,1,65,1,NA,NA,NA,NA,8.5,1,7.2,1,0.003,1,NA,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,3,1,3,1,20.4,1,NA,NA
"12:07:00 06/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,184,65,NA,NA,NA,NA,7.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7,65,19.5,65,NA,NA
"12:10:00 05/09/2002",NA,NA,2,65,2,65,16,65,86,65,26,65,NA,NA,11,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.17,65,0.9,65,NA,NA,0.01,65,0.5,65,NA,NA,1.6,65,1,65,10,65,NA,NA,NA,NA,NA,NA,0.005,65,4,65,2,65,10.1,65,6.8,65
"12:10:00 06/06/1985",NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,NA,NA,10.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,8,65,NA,NA
"12:10:00 07/04/1978",NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,NA,NA,9.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,17.5,65,NA,NA
"12:10:00 10/06/2008",NA,NA,NA,NA,NA,NA,15,65,59,65,NA,NA,NA,NA,9.8,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,13,65,18.5,65,10.6,65,NA,NA
"12:10:00 28/08/1987",NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,NA,NA,12.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,65,9,65,NA,NA
"12:15:00 05/05/1992",NA,NA,NA,NA,NA,NA,15,65,46,65,NA,NA,NA,NA,9.7,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,3,65,0.8,65,13,65,NA,NA
"12:15:00 05/09/1983",NA,NA,NA,NA,NA,NA,NA,NA,30,65,NA,NA,NA,NA,NA,180,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,9,65,NA,NA
"12:15:00 06/05/2008",NA,NA,NA,NA,NA,NA,20,65,65,65,NA,NA,NA,NA,8.9,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,47,65,58.4,65,12.9,65,NA,NA
"12:15:00 06/08/2002",NA,NA,1.8,65,3,65,12,65,44,65,26,65,NA,NA,11.2,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.08,65,0.8,65,NA,NA,0.01,65,0.5,65,NA,NA,2.2,65,2,65,10,65,NA,NA,NA,NA,NA,NA,0.005,65,1,65,1.5,65,10,65,7.4,65
"12:15:00 08/02/1994",NA,NA,NA,NA,NA,NA,15,65,61,65,NA,NA,NA,NA,8.4,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.004,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,1,65,2,65,22.5,65,NA,NA
"12:15:00 08/12/1988",NA,NA,NA,NA,NA,NA,NA,NA,32,65,NA,NA,NA,NA,9.4,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,16.5,65,NA,NA
"12:15:00 11/09/1985",NA,NA,NA,NA,NA,NA,NA,NA,30,65,NA,NA,NA,NA,10.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,12,65,NA,NA
"12:15:00 11/10/1993",NA,NA,NA,NA,NA,NA,15,65,43,65,NA,NA,NA,NA,11.8,65,7.2,65,0.006,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,8,65,9,65,NA,NA
"12:15:00 13/10/1986",NA,NA,NA,NA,NA,NA,NA,NA,29,65,NA,NA,NA,NA,NA,180,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,12,65,NA,NA
"12:15:00 15/07/1999",NA,NA,3.1,65,2,65,9,65,39,65,39,65,NA,NA,11,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.08,65,1.3,65,NA,NA,0.01,65,0.5,65,NA,NA,2.2,65,1,65,16,65,NA,NA,NA,NA,NA,NA,0.005,65,2,65,1.6,65,9,65,6.8,65
"12:15:00 24/03/2014",NA,NA,NA,NA,NA,NA,20,1,98,1,NA,NA,NA,NA,7.4,1,7.5,1,0.003,1,NA,NA,NA,NA,NA,NA,0.48,1,NA,NA,NA,NA,0.029,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,89,1,320,1,21.2,1,NA,NA
"12:15:00 26/09/2000",NA,NA,2,65,3,65,30,65,27,65,27,65,NA,NA,11.2,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.22,65,0.9,65,NA,NA,0.04,65,0.6,65,NA,NA,1.6,65,1,65,10,65,NA,NA,NA,NA,NA,NA,0.02,65,15,65,9,65,10,65,7.2,65
"12:20:00 02/02/1979",NA,NA,NA,NA,NA,NA,NA,NA,67,65,NA,NA,NA,NA,7.6,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,28,65,NA,NA
"12:20:00 06/10/2009",NA,NA,NA,NA,NA,NA,10,1,34.1,1,NA,NA,NA,NA,12.6,1,7.2,1,0.017,1,NA,NA,NA,NA,NA,NA,0.08,1,NA,NA,NA,NA,0.05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,4,1,10.2,1,11,1,NA,NA
"12:20:00 10/03/1993",NA,NA,NA,NA,NA,NA,25,65,46,65,NA,NA,NA,NA,9.6,65,7,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,2,65,2,65,18,65,NA,NA
"12:20:00 18/03/1981",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,8.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,22,65,NA,NA
"12:20:00 19/11/2013",NA,NA,NA,NA,NA,NA,6,1,40,1,NA,NA,NA,NA,8.5,1,7.1,1,0.003,1,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,2,1,18,1,22.1,1,NA,NA
"12:25:00 04/12/2001",NA,NA,2.9,65,2,65,16,65,44,65,41,65,NA,NA,10,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.12,65,1.4,65,NA,NA,0.005,65,0.5,65,NA,NA,2.5,65,1,65,16,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.4,65,16,65,7.3,65
"12:25:00 05/11/1980",NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,NA,NA,10,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,13,65,NA,NA
"12:30:00 01/10/1998",NA,NA,2.1,65,2,65,14,65,200,65,34,65,NA,NA,9.6,65,7.4,65,0.005,65,NA,NA,NA,NA,NA,NA,0.15,65,1.1,65,NA,NA,0.07,65,0.6,65,NA,NA,2.3,65,1,65,12,65,NA,NA,NA,NA,NA,NA,0.01,65,3,65,3.2,65,16,65,6.6,65
"12:30:00 02/10/1979",NA,NA,1.8,65,3.2,65,20,65,27,65,NA,NA,NA,NA,10.4,65,7.3,65,NA,NA,NA,NA,8.1,65,0.11,65,0.45,65,0.9,65,0.02,65,0.06,65,0.7,65,4.9,65,1.9,65,1,65,9.1,65,25,65,NA,NA,2,65,0.04,65,3,65,2.7,65,11.5,65,NA,NA
"12:30:00 03/07/2001",NA,NA,2.7,65,2,65,12,65,38,65,34,65,NA,NA,11.6,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.06,65,1.2,65,NA,NA,0.009,65,0.5,65,NA,NA,2.1,65,1,65,14,65,NA,NA,NA,NA,NA,NA,0.01,65,1,65,1.1,65,6.5,65,6.7,65
"12:30:00 04/10/1994",NA,NA,NA,NA,NA,NA,15,65,33,65,NA,NA,NA,NA,11.2,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,2.8,65,8.5,65,NA,NA
"12:30:00 04/12/1985",NA,NA,NA,NA,NA,NA,NA,NA,45,65,NA,NA,NA,NA,NA,180,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,18,65,NA,NA
"12:30:00 05/03/2001",NA,NA,7.9,65,4,65,16,65,84,65,90,65,NA,NA,7.6,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.5,65,2.9,65,NA,NA,0.03,65,1.5,65,NA,NA,4.3,65,4,65,35,65,NA,NA,NA,NA,NA,NA,0.02,65,4,65,2.7,65,23,65,7.2,65
"12:30:00 05/11/1997",NA,NA,2.4,65,2,65,17,65,46,65,97,65,NA,NA,9.6,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.09,65,1,65,NA,NA,0.1,65,0.6,65,NA,NA,1.6,65,1,65,12,65,NA,NA,NA,NA,NA,NA,0.005,65,2,65,2.1,65,18,65,7.1,65
"12:30:00 07/04/1999",NA,NA,5.6,65,3,65,14,65,59,65,69,65,NA,NA,10,65,7.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.09,65,2.2,65,NA,NA,0.02,65,0.6,65,NA,NA,3.3,65,2,65,29,65,NA,NA,NA,NA,NA,NA,0.01,65,2,65,4.8,65,15.5,65,7.5,65
"12:30:00 08/11/2000",NA,NA,2.6,65,5,65,13,65,34,65,33,65,NA,NA,9.8,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.09,65,1.2,65,NA,NA,0.006,65,0.5,65,NA,NA,2.2,65,1,65,13,65,NA,NA,NA,NA,NA,NA,0.01,65,1,65,2.2,65,16,65,7.1,65
"12:30:00 09/08/1993",NA,NA,NA,NA,NA,NA,15,65,120,65,NA,NA,NA,NA,11.8,65,7.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,2,65,3.5,65,7,65,NA,NA
"12:30:00 10/10/2013",NA,NA,NA,NA,NA,NA,10,1,42,1,NA,NA,NA,NA,10.8,1,7.3,1,0.003,1,NA,NA,NA,NA,NA,NA,0.11,1,NA,NA,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,2,1,4.6,1,14.6,1,NA,NA
"12:30:00 11/02/2014",NA,NA,NA,NA,NA,NA,14,1,83,1,NA,NA,NA,NA,7.9,1,7.2,1,0.003,1,NA,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1,3,1,2.7,1,24.3,1,NA,NA
"12:30:00 11/06/1998",NA,NA,3.3,65,4,65,32,65,67,65,55,65,NA,NA,11.2,65,7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.34,65,1.7,65,NA,NA,0.52,65,1.1,65,NA,NA,3.1,65,2,65,12,65,NA,NA,NA,NA,NA,NA,0.03,65,22,65,10.1,65,8,65,7.4,65
"12:30:00 12/10/1992",NA,NA,NA,NA,NA,NA,15,65,91,65,NA,NA,NA,NA,11.4,65,5.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.009,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,7.5,65,9,65,NA,NA
"12:30:00 13/01/1998",NA,NA,84,65,11,65,250,65,280,65,260,65,NA,NA,0.4,65,6.8,65,0.05,65,NA,NA,NA,NA,NA,NA,50,65,24,65,NA,NA,0.1,65,25,65,NA,NA,3.3,65,120,65,100,65,NA,NA,NA,NA,NA,NA,15,65,14000,65,NA,180,25,65,6.6,65
"12:30:00 13/02/1995",NA,NA,NA,NA,NA,NA,20,65,49,65,NA,NA,NA,NA,8.2,65,7.8,65,0.006,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,1.7,65,22,65,NA,NA
"12:30:00 13/09/1993",NA,NA,NA,NA,NA,NA,20,65,40,65,NA,NA,NA,NA,12.2,65,7.1,65,0.005,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,7.8,65,17.5,65,NA,NA
"12:30:00 14/05/2001",NA,NA,6.2,65,3,65,12,65,77,65,67,65,NA,NA,10.6,65,7.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.08,65,2.3,65,NA,NA,0.01,65,0.6,65,NA,NA,3.5,65,6,65,28,65,NA,NA,NA,NA,NA,NA,0.01,65,1,65,1.8,65,10,65,7.3,65
"12:30:00 16/12/2013",NA,NA,NA,NA,NA,NA,8,1,35,1,NA,NA,NA,NA,8.3,1,7.3,1,0.003,1,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,4,1,2.1,1,22.5,1,NA,NA
"12:30:00 18/05/1989",NA,NA,2.3,65,1,65,5,65,45,65,NA,NA,NA,NA,10.4,65,7,65,NA,NA,NA,NA,10,65,0.05,65,0.2,65,1,65,0.01,65,0.003,65,0.5,65,4.8,65,1.4,65,0.8,65,14,65,21,65,NA,NA,4,65,0.01,65,1,65,1.4,65,11.5,65,NA,NA
"12:30:00 26/06/1995",NA,NA,NA,NA,NA,NA,20,65,28,65,NA,NA,NA,NA,11.6,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,2,65,3.9,65,7,65,NA,NA
"12:30:00 28/08/1995",NA,NA,NA,NA,NA,NA,14,65,26,65,NA,NA,NA,NA,12.2,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,4,65,2.2,65,7,65,NA,NA
"12:35:00 04/08/1977",NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,NA,NA,NA,180,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,65,7,65,NA,NA
"12:40:00 04/01/1989",NA,NA,NA,NA,NA,NA,NA,NA,43,65,NA,NA,NA,NA,8.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,22,65,NA,NA
"12:40:00 04/02/1992",NA,NA,NA,NA,NA,NA,5,65,77,65,NA,NA,NA,NA,7.5,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,0.8,65,22,65,NA,NA
"12:40:00 06/11/1991",NA,NA,NA,NA,NA,NA,20,65,46,65,NA,NA,NA,NA,9.8,65,6.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,2,65,3.2,65,15.5,65,NA,NA
"12:40:00 12/11/2001",NA,NA,2.4,65,2,65,14,65,33,65,32,65,NA,NA,10.3,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.09,65,1.3,65,NA,NA,0.007,65,0.5,65,NA,NA,2.4,65,1,65,13,65,NA,NA,NA,NA,NA,NA,0.005,65,2,65,2.5,65,12.4,65,7.3,65
"12:40:00 15/11/2011",NA,NA,NA,NA,NA,NA,10,1,39,1,NA,NA,NA,NA,8.9,1,6.9,1,0.003,1,NA,NA,NA,NA,NA,NA,0.11,1,NA,NA,NA,NA,0.007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,8,1,4.4,1,21.6,1,NA,NA
"12:45:00 02/10/1995",NA,NA,NA,NA,NA,NA,11,65,32,65,NA,NA,NA,NA,10.1,65,6.9,65,0.005,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,5.7,65,12,65,NA,NA
"12:45:00 05/06/1991",NA,NA,NA,NA,NA,NA,15,65,92,65,NA,NA,NA,NA,11.8,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,1,65,3,65,9,65,NA,NA
